company;job_description;rating;min_salary;max_salary;median_salary;currency;frequency;city
Opera Software;Data Scientist;3.7;48000;52000;50000;EUR;yearly;Barcelona
Cien;Data Scientist;4.5;23000;25000;24000;EUR;yearly;Barcelona
POS Potential;Data Scientist;4;53000;57000;55000;EUR;yearly;Barcelona
DatActions;Data Scientist;3.5;22000;24000;23000;EUR;yearly;Barcelona
Sandsoft;Data Scientist;3.3;29000;31000;30000;EUR;yearly;Barcelona
IDT;Data Scientist;4.2;37000;39000;38000;EUR;yearly;Barcelona
INSIKT Intelligence;Data Scientist;5;46000;49000;48000;EUR;yearly;Barcelona
Lead Ratings;Data Scientist;-0.10000000149011612;45000;49000;47000;EUR;yearly;Barcelona
New Born Solutions;Data Scientist;-0.10000000149011612;23000;25000;24000;EUR;yearly;Barcelona
DataScientest;Data Scientist;4.2;39000;42000;40000;EUR;yearly;Barcelona
Farmy.ch;Data Scientist;3.8;41000;44000;42000;EUR;yearly;Barcelona
Qumram;Data Scientist;4.9;43000;47000;45000;EUR;yearly;Barcelona
Knowledge Discovery & Predictions;Data Scientist;-0.10000000149011612;38000;42000;40000;EUR;yearly;Barcelona
AIA Group;Data Scientist;3.8;36000;40000;38000;EUR;yearly;Barcelona
Biability;Data Scientist;5;10000;10000;10000;EUR;yearly;Barcelona
Port d'Informació Científica;Data Scientist;-0.10000000149011612;32000;34000;33000;EUR;yearly;Barcelona
Nando's;Data Scientist;3.8;19000;21000;20000;EUR;yearly;Barcelona
Faromatics;Data Scientist;5;43000;47000;45000;EUR;yearly;Barcelona
REDICO;Data Scientist;4.3;68000;72000;70000;EUR;yearly;Barcelona
ProcessTalks;Data Scientist;-0.10000000149011612;11;11;11;EUR;hourly;Barcelona
Vortex;Data Scientist;5;42000;45000;44000;EUR;yearly;Barcelona
AIS Group;Data Scientist;4.7;34000;36000;35000;EUR;yearly;Barcelona
Sportmas;Data Scientist;-0.10000000149011612;46000;50000;48000;EUR;yearly;Barcelona
Artidis;Data Scientist;4;5000;5000;5000;EUR;monthly;Barcelona
Earth Rover;Data Scientist;5;38000;42000;40000;EUR;yearly;Barcelona
Nature’s Logic;Data Scientist;3.2;23000;25000;24000;EUR;yearly;Barcelona
Mutt Data;Data Scientist;4.6;3000;3000;3000;EUR;monthly;Barcelona
Kaizen for Pharma;Data Scientist;-0.10000000149011612;29000;31000;30000;EUR;yearly;Barcelona
EFA Ventures;Data Scientist;2.9;39000;42000;40000;EUR;yearly;Barcelona
es Marketing Digital;Data Scientist;-0.10000000149011612;29000;31000;30000;EUR;yearly;Barcelona
One.Five;Data Scientist;5;58000;62000;60000;EUR;yearly;Barcelona
Molins;Data Scientist;3.3;29000;31000;30000;EUR;yearly;Barcelona
